"datetime","ercot_electricity_demand"
1521050400,35393
1521054000,35836
1521057600,36745
1521061200,36007
1521064800,34292
1521068400,32237
1521072000,30514
1521075600,29668
1521079200,29248
1521082800,29361
1521086400,30049
1521090000,31839
1521093600,34638
1521097200,36466
1521100800,36654
1521104400,36661
1521108000,36714
1521111600,36668
1521115200,36468
1521118800,36595
1521122400,36571
1521126000,36545
1521129600,36598
1521133200,36527
1521136800,36453
1521140400,37040
1521144000,37588
1521147600,36743
1521151200,35035
1521154800,32837
1521158400,31015
1521162000,29801
1521165600,29040
1521169200,28748
1521172800,29015
1521176400,30182
1521180000,32328
1521183600,34030
1521187200,34739
1521190800,35881
1521194400,36983
1521198000,37962
1521201600,38964
1521205200,40037
1521208800,41066
1521212400,42055
1521216000,42947
1521219600,43073
1521223200,42060
1521226800,40990
1521230400,40723
1521234000,39183
1521237600,37050
1521241200,34558
1521244800,32299
1521248400,30730
1521252000,29731
1521255600,29171
1521259200,29085
1521262800,29544
1521266400,30528
1521270000,31738
1521273600,32838
1521277200,34413
1521280800,35675
1521284400,36588
1521288000,37216
1521291600,38024
1521295200,39053
1521298800,40012
1521302400,40562
1521306000,40704
1521309600,39861
1521313200,39058
1521316800,39056
1521320400,37788
1521324000,36151
1521327600,34068
1521331200,32090
1521334800,30634
1521338400,29594
1521342000,28950
1521345600,28617
1521349200,28791
1521352800,29448
1521356400,30434
1521360000,31424
1521363600,33262
1521367200,34777
1521370800,36022
1521374400,37046
1521378000,37841
1521381600,38912
1521385200,40520
1521388800,41656
1521392400,42223
1521396000,41851
1521399600,41406
1521403200,41959
1521406800,40567
1521410400,37825
1521414000,34753
1521417600,32386
1521421200,30888
1521424800,29941
1521428400,29532
1521432000,29940
1521435600,31791
1521439200,35141
1521442800,36673
1521446400,36478
1521450000,37260
1521453600,38178
1521457200,38891
1521460800,39533
1521464400,40341
1521468000,40986
1521471600,41298
1521475200,41685
1521478800,41535
1521482400,40756
1521486000,40063
1521489600,40445
1521493200,38841
1521496800,35821
1521500400,32645
1521504000,30425
1521507600,29076
1521511200,28386
1521514800,28171
1521518400,28796
1521522000,31003
1521525600,34998
1521529200,36869
1521532800,36414
1521536400,36418
1521540000,36373
1521543600,36150
1521547200,35976
1521550800,36001
1521554400,36083
1521558000,36266
1521561600,36827
1521565200,37104
1521568800,37004
1521572400,37163
1521576000,38147
1521579600,36982
1521583200,34417
1521586800,31888
1521590400,30020
1521594000,29071
1521597600,28690
1521601200,28822
1521604800,29640
1521608400,32122
1521612000,36133
1521615600,37897
1521619200,37230
1521622800,36632
1521626400,36326
1521630000,36104
1521633600,35877
1521637200,36118
1521640800,36438
1521644400,36825
1521648000,37498
1521651600,37759
1521655200,37452
1521658800,37349
1521662400,38375
1521666000,37326
1521669600,34858
1521673200,32001
1521676800,29977
1521680400,28838
1521684000,28211
1521687600,28057
1521691200,28687
1521694800,30931
1521698400,34815
1521702000,36382
1521705600,36015
1521709200,36045
1521712800,36470
1521716400,36705
1521720000,37023
1521723600,37633
1521727200,38180
1521730800,38831
1521734400,39289
1521738000,39237
1521741600,38799
1521745200,38591
1521748800,39518
1521752400,38203
1521756000,35736
1521759600,32812
1521763200,30671
1521766800,29235
1521770400,28438
1521774000,28154
1521777600,28604
1521781200,30478
1521784800,33913
1521788400,35554
1521792000,35648
1521795600,36486
1521799200,37330
1521802800,37930
1521806400,38346
1521810000,39102
1521813600,39711
1521817200,40161
1521820800,40541
1521824400,40176
1521828000,39443
1521831600,38973
1521835200,39565
1521838800,38672
1521842400,36895
1521846000,34656
1521849600,32430
1521853200,30819
1521856800,29846
1521860400,29248
1521864000,29041
1521867600,29500
1521871200,30600
1521874800,31882
1521878400,33230
1521882000,35048
1521885600,36610
1521889200,37716
1521892800,38618
1521896400,39514
1521900000,40624
1521903600,41687
1521907200,42521
1521910800,42633
1521914400,41914
1521918000,41085
1521921600,41107
1521925200,39708
1521928800,37787
1521932400,35362
1521936000,33058
1521939600,31214
1521943200,29911
1521946800,29110
1521950400,28766
1521954000,28839
1521957600,29430
1521961200,30249
1521964800,31543
1521968400,33468
1521972000,35322
1521975600,36911
1521979200,38301
1521982800,39453
1521986400,40405
1521990000,41052
1521993600,41469
1521997200,41800
1522000800,41435
1522004400,41196
1522008000,42034
1522011600,40900
1522015200,38318
1522018800,35294
1522022400,32902
1522026000,31318
1522029600,30413
1522033200,29976
1522036800,30303
1522040400,32186
1522044000,35521
1522047600,37144
1522051200,37102
1522054800,38126
1522058400,39561
1522062000,41024
1522065600,42433
1522069200,43884
1522072800,45231
1522076400,46237
1522080000,46799
1522083600,46576
1522087200,45537
1522090800,44895
1522094400,45213
1522098000,43496
1522101600,40372
1522105200,36983
1522108800,34393
1522112400,32596
1522116000,31573
1522119600,31089
1522123200,31332
1522126800,33117
1522130400,36461
1522134000,37803
1522137600,37738
1522141200,38556
1522144800,39567
1522148400,40490
1522152000,41288
1522155600,41692
1522159200,41436
1522162800,41205
1522166400,41264
1522170000,41108
1522173600,40634
1522177200,40693
1522180800,41021
1522184400,39507
1522188000,36826
1522191600,33899
1522195200,31867
1522198800,30528
1522202400,29727
1522206000,29261
1522209600,29607
1522213200,31277
1522216800,34633
1522220400,36336
1522224000,36315
1522227600,36768
1522231200,37549
1522234800,38114
1522238400,38364
1522242000,38530
1522245600,38589
1522249200,38610
1522252800,38792
1522256400,38662
1522260000,38351
1522263600,38474
1522267200,39009
1522270800,37832
1522274400,35344
1522278000,32518
1522281600,30423
1522285200,29242
1522288800,28401
1522292400,28018
1522296000,28322
1522299600,30030
1522303200,33395
1522306800,35181
1522310400,35097
1522314000,35625
1522317600,36329
1522321200,36860
1522324800,37471
1522328400,38509
1522332000,39528
1522335600,40454
1522339200,41185
1522342800,41167
1522346400,40349
1522350000,39217
1522353600,39434
1522357200,38053
1522360800,35851
1522364400,33237
1522368000,30807
1522371600,29252
1522375200,28368
1522378800,27962
1522382400,28073
1522386000,29217
1522389600,31127
1522393200,32314
1522396800,33194
1522400400,34229
1522404000,34952
1522407600,35474
1522411200,35804
1522414800,36349
1522418400,36942
1522422000,37632
1522425600,38302
1522429200,38566
1522432800,37904
1522436400,36842
1522440000,37171
1522443600,36104
1522447200,34359
1522450800,32191
1522454400,30240
1522458000,28847
1522461600,27995
1522465200,27529
1522468800,27535
1522472400,27997
1522476000,29018
1522479600,29941
1522483200,31502
1522486800,33179
1522490400,34309
1522494000,35060
1522497600,35828
1522501200,36636
1522504800,37588
1522508400,38608
1522512000,39375
1522515600,39628
1522519200,38969
1522522800,37985
1522526400,38388
1522530000,37380
1522533600,35612
1522537200,33437
1522540800,31173
1522544400,29495
1522548000,28355
1522551600,27593
1522555200,27261
1522558800,27372
1522562400,28076
1522566000,28808
1522569600,30341
1522573200,32361
1522576800,33862
1522580400,34949
1522584000,35851
1522587600,36698
1522591200,37411
1522594800,37996
1522598400,38436
1522602000,38501
1522605600,38160
1522609200,38193
1522612800,39081
1522616400,38217
1522620000,35939
1522623600,33148
1522627200,31040
1522630800,29877
1522634400,29230
1522638000,29126
1522641600,29819
1522645200,31875
1522648800,35365
1522652400,37042
1522656000,37545
1522659600,38514
1522663200,39794
1522666800,40754
1522670400,41711
1522674000,42591
1522677600,43411
1522681200,43848
1522684800,44115
1522688400,43915
1522692000,43033
1522695600,42639
1522699200,43166
1522702800,41653
1522706400,38863
1522710000,35679
1522713600,33373
1522717200,31949
1522720800,30979
1522724400,30576
1522728000,30940
1522731600,32761
1522735200,36125
1522738800,37397
1522742400,37611
1522746000,38728
1522749600,40112
1522753200,41457
1522756800,42351
1522760400,43222
1522764000,43491
1522767600,43580
1522771200,43810
1522774800,43474
1522778400,42580
1522782000,41961
1522785600,42365
1522789200,40543
1522792800,37395
1522796400,33751
1522800000,31246
1522803600,29790
1522807200,28903
1522810800,28584
1522814400,29051
1522818000,31225
1522821600,35113
1522825200,36642
1522828800,36376
1522832400,36273
1522836000,36266
1522839600,35974
1522843200,35642
1522846800,35528
1522850400,35483
1522854000,35497
1522857600,35876
1522861200,36044
1522864800,35992
1522868400,36082
1522872000,37365
1522875600,36611
1522879200,34250
1522882800,31625
1522886400,29883
1522890000,28994
1522893600,28508
1522897200,28550
1522900800,29180
1522904400,31232
1522908000,34887
1522911600,36165
1522915200,35943
1522918800,36307
1522922400,36710
1522926000,36818
1522929600,36919
1522933200,37278
1522936800,37604
1522940400,37814
1522944000,38382
1522947600,38481
1522951200,38357
1522954800,38513
1522958400,39725
1522962000,38794
1522965600,36528
1522969200,33690
1522972800,31685
1522976400,30511
1522980000,29755
1522983600,29534
1522987200,29908
1522990800,31690
1522994400,35113
1522998000,36699
1523001600,37106
1523005200,38189
1523008800,39493
1523012400,40756
1523016000,41860
1523019600,42959
1523023200,43794
1523026800,44404
1523030400,44807
1523034000,44461
1523037600,43290
1523041200,42198
1523044800,42014
1523048400,40518
1523052000,38292
1523055600,35590
1523059200,33192
1523062800,31630
1523066400,30589
1523070000,30028
1523073600,30044
1523077200,30663
1523080800,32043
1523084400,33879
1523088000,35836
1523091600,37721
1523095200,39077
1523098800,39463
1523102400,39414
1523106000,39096
1523109600,38431
1523113200,37841
1523116800,37504
1523120400,37409
1523124000,37465
1523127600,38079
1523131200,39105
1523134800,38570
1523138400,37262
1523142000,35582
1523145600,34283
1523149200,33394
1523152800,32894
1523156400,32655
1523160000,32759
1523163600,33271
1523167200,34359
1523170800,35389
1523174400,36537
1523178000,37630
1523181600,37547
1523185200,36919
1523188800,36125
1523192400,35202
1523196000,34491
1523199600,33917
1523203200,33777
1523206800,34035
1523210400,34463
1523214000,35225
1523217600,36932
1523221200,36339
1523224800,34170
1523228400,31702
1523232000,29956
1523235600,29007
1523239200,28652
1523242800,28773
1523246400,29643
1523250000,31960
1523253600,35784
1523257200,37210
1523260800,36906
1523264400,36874
1523268000,36828
1523271600,36652
1523275200,36401
1523278800,36379
1523282400,36208
1523286000,36112
1523289600,36235
1523293200,36239
1523296800,36301
1523300400,36823
1523304000,37755
1523307600,36535
1523311200,33940
1523314800,31348
1523318400,29605
1523322000,28667
1523325600,28220
1523329200,28177
1523332800,28973
1523336400,31283
1523340000,35102
1523343600,36365
1523347200,35915
1523350800,35780
1523354400,35785
1523358000,35658
1523361600,35692
1523365200,35950
1523368800,36317
1523372400,36811
1523376000,37572
1523379600,38044
1523383200,37937
1523386800,37538
1523390400,38475
1523394000,37240
1523397600,34467
1523401200,31535
1523404800,29524
1523408400,28443
1523412000,27956
1523415600,27982
1523419200,28630
1523422800,30901
1523426400,34701
1523430000,35862
1523433600,35543
1523437200,35751
1523440800,36025
1523444400,36434
1523448000,36917
1523451600,37745
1523455200,38651
1523458800,39556
1523462400,40499
1523466000,40936
1523469600,40609
1523473200,39885
1523476800,40516
1523480400,39291
1523484000,36287
1523487600,33078
1523491200,30762
1523494800,29416
1523498400,28649
1523502000,28325
1523505600,28823
1523509200,30758
1523512800,34121
1523516400,35253
1523520000,35680
1523523600,36905
1523527200,37970
1523530800,39053
1523534400,40229
1523538000,41797
1523541600,43287
1523545200,44635
1523548800,45828
1523552400,46034
1523556000,45060
1523559600,44189
1523563200,44663
1523566800,43235
1523570400,40283
1523574000,37027
1523577600,34474
1523581200,32943
1523584800,32063
1523588400,31650
1523592000,31992
1523595600,33842
1523599200,37120
1523602800,38443
1523606400,39002
1523610000,39976
1523613600,41062
1523617200,42017
1523620800,42723
1523624400,44072
1523628000,45368
1523631600,46239
1523635200,46762
1523638800,46234
1523642400,45121
1523646000,44221
1523649600,44081
1523653200,42791
1523656800,40116
1523660400,36907
1523664000,34022
1523667600,31524
1523671200,29633
1523674800,28514
1523678400,28130
1523682000,28510
1523685600,29555
1523689200,30630
1523692800,32219
1523696400,33848
1523700000,34729
1523703600,34894
1523707200,34578
1523710800,34141
1523714400,33733
1523718000,33547
1523721600,33557
1523725200,33664
1523728800,33555
1523732400,33622
1523736000,34744
1523739600,34292
1523743200,33019
1523746800,31431
1523750400,30083
1523754000,29315
1523757600,28923
1523761200,28870
1523764800,29200
1523768400,29950
1523772000,31243
1523775600,32408
1523779200,33981
1523782800,34864
1523786400,34893
1523790000,34562
1523793600,34154
1523797200,33881
1523800800,33649
1523804400,33684
1523808000,34088
1523811600,34650
1523815200,34919
1523818800,34898
1523822400,36155
1523826000,35583
1523829600,33637
1523833200,31172
1523836800,29511
1523840400,28734
1523844000,28488
1523847600,28573
1523851200,29512
1523854800,32093
1523858400,36002
1523862000,37255
1523865600,36873
1523869200,36635
1523872800,36689
1523876400,36796
1523880000,37046
1523883600,37648
1523887200,38327
1523890800,39143
1523894400,40120
1523898000,40618
1523901600,40465
1523905200,39834
1523908800,40461
1523912400,39125
1523916000,36256
1523919600,33004
1523923200,30664
1523926800,29231
1523930400,28425
1523934000,28106
1523937600,28453
1523941200,30256
1523944800,33577
1523948400,34515
1523952000,35020
1523955600,35994
1523959200,37130
1523962800,38222
1523966400,39298
1523970000,40808
1523973600,42312
1523977200,43779
1523980800,45001
1523984400,45447
1523988000,44707
1523991600,43360
1523995200,43595
1523998800,42173
1524002400,39112
1524006000,35628
1524009600,33083
1524013200,31424
1524016800,30348
1524020400,29873
1524024000,30052
1524027600,31688
1524031200,34910
1524034800,35877
1524038400,36373
1524042000,37413
1524045600,38465
1524049200,39460
1524052800,40470
1524056400,41565
1524060000,42412
1524063600,42774
1524067200,43213
1524070800,43288
1524074400,42463
1524078000,41416
1524081600,41677
1524085200,40251
1524088800,37092
1524092400,33776
1524096000,31288
1524099600,29754
1524103200,28813
1524106800,28394
1524110400,28738
1524114000,30457
1524117600,33872
1524121200,34847
1524124800,35063
1524128400,35573
1524132000,36154
1524135600,36533
1524139200,36909
1524142800,37591
1524146400,38318
1524150000,38970
1524153600,39668
1524157200,39795
1524160800,39231
1524164400,38375
1524168000,38914
1524171600,37826
1524175200,35100
1524178800,32138
1524182400,29946
1524186000,28757
1524189600,28112
1524193200,27908
1524196800,28401
1524200400,30270
1524204000,33678
1524207600,34862
1524211200,35179
1524214800,35700
1524218400,36141
1524222000,36168
1524225600,36115
1524229200,36218
1524232800,36285
1524236400,36300
1524240000,36416
1524243600,36202
1524247200,35594
1524250800,35309
1524254400,36089
1524258000,35415
1524261600,33889
1524265200,31782
1524268800,29956
1524272400,28678
1524276000,28044
1524279600,27744
1524283200,27774
1524286800,28373
1524290400,29566
1524294000,30631
1524297600,32321
1524301200,33941
1524304800,35234
1524308400,36037
1524312000,36270
1524315600,36329
1524319200,36231
1524322800,36218
1524326400,36250
1524330000,35927
1524333600,35976
1524337200,35990
1524340800,36535
1524344400,35972
1524348000,34442
1524351600,32493
1524355200,30733
1524358800,29393
1524362400,28480
1524366000,28063
1524369600,27944
1524373200,28196
1524376800,28843
1524380400,29430
1524384000,30848
1524387600,32227
1524391200,32979
1524394800,33359
1524398400,33762
1524402000,34102
1524405600,34495
1524409200,35127
1524412800,35898
1524416400,36568
1524420000,36604
1524423600,36315
1524427200,37241
1524430800,36493
1524434400,34080
1524438000,31261
1524441600,29133
1524445200,27916
1524448800,27274
1524452400,27138
1524456000,27785
1524459600,29871
1524463200,33299
1524466800,34463
1524470400,34712
1524474000,35340
1524477600,36088
1524481200,36695
1524484800,37317
1524488400,38262
1524492000,39304
1524495600,40319
1524499200,41373
1524502800,42013
1524506400,41844
1524510000,40982
1524513600,41171
1524517200,39683
1524520800,36451
1524524400,33092
1524528000,30630
1524531600,29197
1524535200,28310
1524538800,27939
1524542400,28313
1524546000,30139
1524549600,33399
1524553200,34364
1524556800,34925
1524560400,36200
1524564000,37703
1524567600,39171
1524571200,40794
1524574800,42515
1524578400,44245
1524582000,45893
1524585600,47412
1524589200,47884
1524592800,47001
1524596400,45524
1524600000,45168
1524603600,43245
1524607200,39545
1524610800,35693
1524614400,32770
1524618000,30952
1524621600,29804
1524625200,29286
1524628800,29552
1524632400,31243
1524636000,34360
1524639600,35416
1524643200,35963
1524646800,37252
1524650400,38641
1524654000,39863
1524657600,40974
1524661200,42287
1524664800,42830
1524668400,42927
1524672000,42534
1524675600,41795
1524679200,40602
1524682800,39834
1524686400,40010
1524690000,38643
1524693600,35793
1524697200,32726
1524700800,30582
1524704400,29398
1524708000,28760
1524711600,28577
1524715200,29127
1524718800,31146
1524722400,34567
1524726000,35550
1524729600,35452
1524733200,35703
1524736800,36042
1524740400,36365
1524744000,36801
1524747600,37542
1524751200,38314
1524754800,39177
1524758400,40251
1524762000,40712
1524765600,40297
1524769200,39355
1524772800,39744
1524776400,38602
1524780000,35891
1524783600,32720
1524787200,30375
1524790800,29009
1524794400,28233
1524798000,27875
1524801600,28223
1524805200,29920
1524808800,33033
1524812400,34077
1524816000,34756
1524819600,35688
1524823200,36747
1524826800,37551
1524830400,38381
1524834000,39499
1524837600,40648
1524841200,41660
1524844800,42587
1524848400,42580
1524852000,41386
1524855600,39888
1524859200,39625
1524862800,38346
1524866400,36004
1524870000,33359
1524873600,31081
1524877200,29478
1524880800,28499
1524884400,27974
1524888000,27829
1524891600,28302
1524895200,29327
1524898800,30267
1524902400,32037
1524906000,33718
1524909600,35356
1524913200,36762
1524916800,38053
1524920400,39455
1524924000,40999
1524927600,42384
1524931200,43487
1524934800,43845
1524938400,43131
1524942000,41524
1524945600,40696
1524949200,39466
1524952800,37161
1524956400,34573
1524960000,32153
1524963600,30402
1524967200,29165
1524970800,28372
1524974400,27933
1524978000,27956
1524981600,28288
1524985200,28831
1524988800,30867
1524992400,33196
1524996000,35398
1524999600,37281
1525003200,38885
1525006800,40322
1525010400,41592
1525014000,42801
1525017600,43607
1525021200,43783
1525024800,43017
1525028400,41863
1525032000,41958
1525035600,40866
1525039200,37848
1525042800,34439
1525046400,31827
1525050000,30205
1525053600,29220
1525057200,28771
1525060800,29168
1525064400,31042
1525068000,34102
1525071600,35281
1525075200,36208
1525078800,37688
1525082400,39212
1525086000,40521
1525089600,41506
1525093200,42418
1525096800,43074
1525100400,43434
1525104000,43681
1525107600,43448
1525111200,42798
1525114800,42516
1525118400,43150
1525122000,42184
1525125600,39318
1525129200,36154
1525132800,33764
1525136400,32235
1525140000,31345
1525143600,30945
1525147200,31231
1525150800,32991
1525154400,36274
1525158000,37538
1525161600,38351
1525165200,39649
1525168800,40943
1525172400,42095
1525176000,42747
1525179600,43627
1525183200,44337
1525186800,44609
1525190400,44891
1525194000,44898
1525197600,44485
1525201200,44206
1525204800,44815
1525208400,43867
1525212000,41277
1525215600,38084
1525219200,35716
1525222800,34221
1525226400,33259
1525230000,32873
1525233600,33296
1525237200,35094
1525240800,38498
1525244400,39658
1525248000,40168
1525251600,41517
1525255200,43303
1525258800,45164
1525262400,46860
1525266000,48735
1525269600,50100
1525273200,51041
1525276800,51741
1525280400,51335
1525284000,50208
1525287600,48942
1525291200,48905
1525294800,47439
1525298400,44258
1525302000,40717
1525305600,37927
1525309200,36097
1525312800,34790
1525316400,34073
1525320000,34152
1525323600,35738
1525327200,38996
1525330800,40023
1525334400,40735
1525338000,42056
1525341600,43441
1525345200,44299
1525348800,45174
1525352400,46280
1525356000,47233
1525359600,48248
1525363200,49439
1525366800,49606
1525370400,48644
1525374000,47240
1525377600,47177
1525381200,45838
1525384800,42741
1525388400,39279
1525392000,36546
1525395600,34877
1525399200,33746
1525402800,33066
1525406400,33255
1525410000,34888
1525413600,38012
1525417200,39233
1525420800,39709
1525424400,40596
1525428000,41035
1525431600,41227
1525435200,41191
1525438800,41260
1525442400,41373
1525446000,41415
1525449600,41130
1525453200,40374
1525456800,39331
1525460400,38728
1525464000,38932
1525467600,38249
1525471200,36527
1525474800,34190
1525478400,32086
1525482000,30534
1525485600,29543
1525489200,28916
1525492800,28706
1525496400,29143
1525500000,30011
1525503600,30969
1525507200,32855
1525510800,34976
1525514400,36988
1525518000,38791
1525521600,40284
1525525200,41513
1525528800,42734
1525532400,43965
1525536000,44891
1525539600,45111
1525543200,44454
1525546800,42652
1525550400,41429
1525554000,39936
1525557600,37511
1525561200,34998
1525564800,32613
1525568400,30692
1525572000,29362
1525575600,28570
1525579200,28104
1525582800,28175
1525586400,28319
1525590000,28821
1525593600,31034
1525597200,33681
1525600800,36299
1525604400,38603
1525608000,40947
1525611600,43332
1525615200,45499
1525618800,47423
1525622400,48949
1525626000,49833
1525629600,49208
1525633200,47360
1525636800,46016
1525640400,44163
1525644000,40604
1525647600,36605
1525651200,33379
1525654800,31273
1525658400,29958
1525662000,29383
1525665600,29572
1525669200,31227
1525672800,34122
1525676400,35286
1525680000,36743
1525683600,38931
1525687200,41491
1525690800,44269
1525694400,47023
1525698000,49870
1525701600,52384
1525705200,54474
1525708800,56085
1525712400,56380
1525716000,55173
1525719600,52579
1525723200,50839
1525726800,48270
1525730400,43929
1525734000,39521
1525737600,36116
1525741200,33779
1525744800,32205
1525748400,31325
1525752000,31241
1525755600,32652
1525759200,35455
1525762800,36576
1525766400,38080
1525770000,40347
1525773600,42806
1525777200,45314
1525780800,47702
1525784400,50209
1525788000,52302
1525791600,53801
1525795200,54676
1525798800,54380
1525802400,52894
1525806000,50695
1525809600,49436
1525813200,47301
1525816800,43379
1525820400,39023
1525824000,35713
1525827600,33545
1525831200,32152
1525834800,31327
1525838400,31307
1525842000,32623
1525845600,35337
1525849200,36473
1525852800,37930
1525856400,40030
1525860000,42437
1525863600,44822
1525867200,47058
1525870800,49443
1525874400,51348
1525878000,52978
1525881600,54303
1525885200,54438
1525888800,53099
1525892400,50787
1525896000,49293
1525899600,47331
1525903200,43416
1525906800,39228
1525910400,35972
1525914000,33826
1525917600,32358
1525921200,31523
1525924800,31527
1525928400,32994
1525932000,35759
1525935600,36974
1525939200,38570
1525942800,40734
1525946400,43083
1525950000,45209
1525953600,47313
1525957200,49605
1525960800,51432
1525964400,52996
1525968000,54068
1525971600,53902
1525975200,52465
1525978800,50281
1525982400,49085
1525986000,47498
1525989600,44029
1525993200,40122
1525996800,37100
1526000400,35060
1526004000,33680
1526007600,32979
1526011200,33047
1526014800,34573
1526018400,37331
1526022000,38622
1526025600,40376
1526029200,42507
1526032800,44934
1526036400,47171
1526040000,49194
1526043600,51292
1526047200,53084
1526050800,54498
1526054400,55499
1526058000,55276
1526061600,53582
1526065200,51166
1526068800,49733
1526072400,48084
1526076000,45373
1526079600,42187
1526083200,39198
1526086800,37015
1526090400,35406
1526094000,34392
1526097600,33989
1526101200,34249
1526104800,34782
1526108400,35910
1526112000,38625
1526115600,41654
1526119200,44522
1526122800,47120
1526126400,49278
1526130000,51148
1526133600,52804
1526137200,54188
1526140800,55001
1526144400,54853
1526148000,53548
1526151600,51417
1526155200,50042
1526158800,48536
1526162400,45821
1526166000,42802
1526169600,39965
1526173200,37745
1526176800,36154
1526180400,35048
1526184000,34326
1526187600,34123
1526191200,34132
1526194800,34996
1526198400,37765
1526202000,41064
1526205600,44002
1526209200,46516
1526212800,48910
1526216400,50932
1526220000,52808
1526223600,54311
1526227200,55153
1526230800,55276
1526234400,54263
1526238000,52446
1526241600,51594
1526245200,50327
1526248800,46990
1526252400,42989
1526256000,39714
1526259600,37564
1526263200,36283
1526266800,35526
1526270400,35742
1526274000,37339
1526277600,40129
1526281200,41375
1526284800,42924
1526288400,44992
1526292000,47532
1526295600,49931
1526299200,52216
1526302800,54595
1526306400,56537
1526310000,57972
1526313600,58892
1526317200,58653
1526320800,57220
1526324400,54911
1526328000,53718
1526331600,51563
1526335200,47322
1526338800,43000
1526342400,39707
1526346000,37453
1526349600,35940
1526353200,35071
1526356800,34998
1526360400,36365
1526364000,39096
1526367600,40145
1526371200,41495
1526374800,43546
1526378400,45996
1526382000,48633
1526385600,51395
1526389200,54136
1526392800,56403
1526396400,58213
1526400000,59035
1526403600,58221
1526407200,56182
1526410800,53773
1526414400,52441
1526418000,50091
1526421600,45913
1526425200,41477
1526428800,38163
1526432400,35886
1526436000,34277
1526439600,33382
1526443200,33385
1526446800,34775
1526450400,37320
1526454000,38467
1526457600,40239
1526461200,42863
1526464800,45752
1526468400,48655
1526472000,51839
1526475600,55126
1526479200,57863
1526482800,59889
1526486400,61297
1526490000,61593
1526493600,60391
1526497200,57754
1526500800,55450
1526504400,52865
1526508000,48240
1526511600,43569
1526515200,39827
1526518800,37274
1526522400,35462
1526526000,34371
1526529600,34297
1526533200,35566
1526536800,37993
1526540400,39335
1526544000,41438
1526547600,44350
1526551200,47560
1526554800,50934
1526558400,54207
1526562000,57428
1526565600,60153
1526569200,62247
1526572800,63702
1526576400,63634
1526580000,61866
1526583600,59033
1526587200,57138
1526590800,54522
1526594400,50077
1526598000,45429
1526601600,41705
1526605200,39133
1526608800,37198
1526612400,36090
1526616000,35944
1526619600,37093
1526623200,39642
1526626800,40973
1526630400,42976
1526634000,45893
1526637600,49135
1526641200,52304
1526644800,55302
1526648400,58242
1526652000,60686
1526655600,62350
1526659200,63127
1526662800,62350
1526666400,60181
1526670000,57114
1526673600,54925
1526677200,52650
1526680800,49129
1526684400,45522
1526688000,42434
1526691600,40082
1526695200,38294
1526698800,36951
1526702400,36210
1526706000,36247
1526709600,36618
1526713200,37812
1526716800,40651
1526720400,43643
1526724000,46608
1526727600,49343
1526731200,51669
1526734800,53834
1526738400,55517
1526742000,56671
1526745600,57115
1526749200,56710
1526752800,55219
1526756400,52994
1526760000,51483
1526763600,49908
1526767200,47120
1526770800,44242
1526774400,41419
1526778000,39160
1526781600,37481
1526785200,36282
1526788800,35544
1526792400,35277
1526796000,35195
1526799600,35790
1526803200,37885
1526806800,40168
1526810400,42139
1526814000,43850
1526817600,45296
1526821200,46049
1526824800,46442
1526828400,46618
1526832000,46801
1526835600,46751
1526839200,45878
1526842800,44530
1526846400,43958
1526850000,43012
1526853600,40151
1526857200,36849
1526860800,34269
1526864400,32478
1526868000,31416
1526871600,30950
1526875200,31358
1526878800,33152
1526882400,36028
1526886000,37417
1526889600,38932
1526893200,41072
1526896800,43605
1526900400,45937
1526904000,48134
1526907600,50221
1526911200,51706
1526914800,52974
1526918400,53769
1526922000,53414
1526925600,52360
1526929200,50567
1526932800,49225
1526936400,47631
1526940000,44181
1526943600,40120
1526947200,37014
1526950800,34920
1526954400,33634
1526958000,32898
1526961600,33105
1526965200,34676
1526968800,37461
1526972400,38950
1526976000,40797
1526979600,43193
1526983200,46126
1526986800,49043
1526990400,51588
1526994000,53871
1526997600,55653
1527001200,56774
1527004800,57178
1527008400,56846
1527012000,55652
1527015600,53775
1527019200,52335
1527022800,50503
1527026400,46571
1527030000,42330
1527033600,38892
1527037200,36673
1527040800,35182
1527044400,34283
1527048000,34309
1527051600,35716
1527055200,38261
1527058800,39849
1527062400,42015
1527066000,44637
1527069600,47228
1527073200,49265
1527076800,51201
1527080400,53292
1527084000,54962
1527087600,56377
1527091200,57460
1527094800,57524
1527098400,56388
1527102000,54332
1527105600,52622
1527109200,50798
1527112800,46935
1527116400,42682
1527120000,39278
1527123600,37002
1527127200,35543
1527130800,34677
1527134400,34564
1527138000,36073
1527141600,38694
1527145200,40118
1527148800,42024
1527152400,44762
1527156000,48014
1527159600,51235
1527163200,54026
1527166800,56482
1527170400,58248
1527174000,59330
1527177600,60024
1527181200,59997
1527184800,58750
1527188400,56598
1527192000,54665
1527195600,52712
1527199200,48920
1527202800,44706
1527206400,41190
1527210000,38666
1527213600,36955
1527217200,36049
1527220800,35819
1527224400,37073
1527228000,39333
1527231600,40936
1527235200,43475
1527238800,46602
1527242400,50166
1527246000,53540
1527249600,56167
1527253200,57719
1527256800,58240
1527260400,58736
1527264000,59180
1527267600,58762
1527271200,57085
1527274800,54656
1527278400,52517
1527282000,50554
1527285600,47555
1527289200,44077
1527292800,40968
1527296400,38655
1527300000,36892
1527303600,35636
1527307200,34919
1527310800,34895
1527314400,34954
1527318000,36123
1527321600,39415
1527325200,43448
1527328800,47498
1527332400,51118
1527336000,54369
