lat,lon,vertex1_lat,vertex1_lon,vertex2_lat,vertex2_lon,vertex3_lat,vertex3_lon,vertex4_lat,vertex4_lon,vertex5_lat,vertex5_lon,vertex6_lat,vertex6_lon
32.5445,-95.4934,32.4496,-95.2708,32.3357,-95.4848,32.4306,-95.7072,32.6395,-95.7162,32.7537,-95.5021,32.6587,-95.2791
32.5394,-100.4862,32.4542,-100.2645,32.3331,-100.4700,32.4184,-100.6915,32.6248,-100.7081,32.7460,-100.5026,32.6607,-100.2805
32.5247,-95.9298,32.4306,-95.7072,32.3160,-95.9205,32.4102,-96.1430,32.6189,-96.1527,32.7337,-95.9392,32.6395,-95.7162
32.5034,-96.3656,32.4102,-96.1430,32.2949,-96.3556,32.3882,-96.5781,32.5969,-96.5884,32.7123,-96.3756,32.6189,-96.1527
32.5029,-100.9128,32.4184,-100.6915,32.2968,-100.8960,32.3813,-101.1172,32.5874,-101.1344,32.7092,-100.9299,32.6248,-100.7081
32.4807,-96.8006,32.3882,-96.5781,32.2723,-96.7900,32.3648,-97.0124,32.5733,-97.0234,32.6894,-96.8113,32.5969,-96.5884
32.4650,-101.3383,32.3813,-101.1172,32.2591,-101.3208,32.3429,-101.5417,32.5487,-101.5595,32.6711,-101.3559,32.5874,-101.1344
32.4565,-97.2348,32.3648,-97.0124,32.2483,-97.2236,32.3400,-97.4459,32.5483,-97.4575,32.6651,-97.2462,32.5733,-97.0234
32.4308,-97.6682,32.3400,-97.4459,32.2228,-97.6563,32.3137,-97.8785,32.5218,-97.8908,32.6392,-97.6803,32.5483,-97.4575
32.4257,-101.7624,32.3429,-101.5417,32.2202,-101.7444,32.3031,-101.9649,32.5087,-101.9833,32.6316,-101.7807,32.5487,-101.5595
32.4037,-98.1008,32.3137,-97.8785,32.1958,-98.0882,32.2859,-98.3102,32.4939,-98.3232,32.6119,-98.1135,32.5218,-97.8908
32.3851,-102.1853,32.3031,-101.9649,32.1798,-102.1666,32.2620,-102.3867,32.4673,-102.4058,32.5908,-102.2042,32.5087,-101.9833
32.3752,-98.5323,32.2859,-98.3102,32.1675,-98.5191,32.2568,-98.7410,32.4646,-98.7547,32.5832,-98.5458,32.4939,-98.3232
32.3452,-98.9630,32.2568,-98.7410,32.1377,-98.9491,32.2262,-99.1708,32.4338,-99.1851,32.5531,-98.9770,32.4646,-98.7547
32.3433,-102.6068,32.2620,-102.3867,32.1382,-102.5875,32.2196,-102.8073,32.4246,-102.8270,32.5486,-102.6263,32.4673,-102.4058
32.3139,-99.3926,32.2262,-99.1708,32.1066,-99.3780,32.1942,-99.5996,32.4016,-99.6145,32.5215,-99.4073,32.4338,-99.1851
32.3001,-103.0269,32.2196,-102.8073,32.0953,-103.0070,32.1759,-103.2264,32.3807,-103.2467,32.5051,-103.0470,32.4246,-102.8270
32.2876,-93.9517,32.1896,-93.7299,32.0780,-93.9455,32.1760,-94.1672,32.3858,-94.1738,32.4976,-93.9580,32.3995,-93.7358
32.2811,-99.8211,32.1942,-99.5996,32.0740,-99.8059,32.1609,-100.0273,32.3681,-100.0428,32.4885,-99.8365,32.4016,-99.6145
32.2732,-94.3891,32.1760,-94.1672,32.0637,-94.3823,32.1609,-94.6041,32.3706,-94.6113,32.4831,-94.3961,32.3858,-94.1738
32.2573,-94.8261,32.1609,-94.6041,32.0479,-94.8185,32.1443,-95.0404,32.3539,-95.0483,32.4671,-94.8337,32.3706,-94.6113
32.2470,-100.2485,32.1609,-100.0273,32.0401,-100.2327,32.1262,-100.4538,32.3331,-100.4700,32.4542,-100.2645,32.3681,-100.0428
32.2399,-95.2624,32.1443,-95.0404,32.0306,-95.2542,32.1263,-95.4761,32.3357,-95.4848,32.4496,-95.2708,32.3539,-95.0483
32.2211,-95.6982,32.1263,-95.4761,32.0119,-95.6893,32.1067,-95.9112,32.3160,-95.9205,32.4306,-95.7072,32.3357,-95.4848
32.2115,-100.6748,32.1262,-100.4538,32.0048,-100.6584,32.0901,-100.8792,32.2968,-100.8960,32.4184,-100.6915,32.3331,-100.4700
32.2007,-96.1333,32.1067,-95.9112,31.9917,-96.1237,32.0857,-96.3457,32.2949,-96.3556,32.4102,-96.1430,32.3160,-95.9205
32.1861,-106.5743,32.1125,-106.3584,31.9844,-106.5495,32.0581,-106.7650,32.2597,-106.7903,32.3880,-106.5994,32.3145,-106.3831
32.1790,-96.5677,32.0857,-96.3457,31.9700,-96.5575,32.0633,-96.7794,32.2723,-96.7900,32.3882,-96.5781,32.2949,-96.3556
32.1746,-101.0999,32.0901,-100.8792,31.9682,-101.0829,32.0527,-101.3034,32.2591,-101.3208,32.3813,-101.1172,32.2968,-100.8960
32.1629,-104.2786,32.0847,-104.0603,31.9590,-104.2570,32.0373,-104.4750,32.2412,-104.4970,32.3671,-104.3005,32.2889,-104.0817
32.1557,-97.0013,32.0633,-96.7794,31.9469,-96.9904,32.0394,-97.2123,32.2483,-97.2236,32.3648,-97.0124,32.2723,-96.7900
32.1364,-101.5238,32.0527,-101.3034,31.9302,-101.5061,32.0140,-101.7263,32.2202,-101.7444,32.3429,-101.5417,32.2591,-101.3208
32.1310,-97.4342,32.0394,-97.2123,31.9224,-97.4226,32.0141,-97.6443,32.2228,-97.6563,32.3400,-97.4459,32.2483,-97.2236
32.1147,-104.6928,32.0373,-104.4750,31.9111,-104.6706,31.9886,-104.8881,32.1922,-104.9108,32.3186,-104.7153,32.2412,-104.4970
32.1049,-97.8661,32.0141,-97.6443,31.8964,-97.8539,31.9873,-98.0756,32.1958,-98.0882,32.3137,-97.8785,32.2228,-97.6563
32.0969,-101.9464,32.0140,-101.7263,31.8910,-101.9281,31.9739,-102.1479,32.1798,-102.1666,32.3031,-101.9649,32.2202,-101.7444
32.0773,-98.2972,31.9873,-98.0756,31.8691,-98.2844,31.9591,-98.5058,32.1675,-98.5191,32.2859,-98.3102,32.1958,-98.0882
32.0653,-105.1055,31.9886,-104.8881,31.8620,-105.0827,31.9388,-105.2997,32.1420,-105.3229,32.2688,-105.1285,32.1922,-104.9108
32.0560,-102.3676,31.9739,-102.1479,31.8504,-102.3487,31.9326,-102.5682,32.1382,-102.5875,32.2620,-102.3867,32.1798,-102.1666
32.0484,-98.7274,31.9591,-98.5058,31.8403,-98.7139,31.9296,-98.9352,32.1377,-98.9491,32.2568,-98.7410,32.1675,-98.5191
32.0180,-99.1565,31.9296,-98.9352,31.8101,-99.1424,31.8986,-99.3635,32.1066,-99.3780,32.2262,-99.1708,32.1377,-98.9491
32.0147,-105.5165,31.9388,-105.2997,31.8117,-105.4932,31.8877,-105.7097,32.0906,-105.7334,32.2179,-105.5401,32.1420,-105.3229
32.0139,-102.7875,31.9326,-102.5682,31.8085,-102.7681,31.8899,-102.9871,32.0953,-103.0070,32.2196,-102.8073,32.1382,-102.5875
31.9863,-99.5846,31.8986,-99.3635,31.7786,-99.5698,31.8663,-99.7908,32.0740,-99.8059,32.1942,-99.5996,32.1066,-99.3780
31.9791,-93.7240,31.8804,-93.5028,31.7690,-93.7182,31.8677,-93.9393,32.0780,-93.9455,32.1896,-93.7299,32.0908,-93.5083
31.9705,-103.2061,31.8899,-102.9871,31.7654,-103.1860,31.8460,-103.4046,32.0511,-103.4251,32.1759,-103.2264,32.0953,-103.0070
31.9656,-94.1606,31.8677,-93.9393,31.7555,-94.1541,31.8535,-94.3754,32.0637,-94.3823,32.1760,-94.1672,32.0780,-93.9455
31.9629,-105.9260,31.8877,-105.7097,31.7603,-105.9021,31.8355,-106.1180,32.0381,-106.1423,32.1658,-105.9501,32.0906,-105.7334
31.9531,-100.0117,31.8663,-99.7908,31.7457,-99.9962,31.8326,-100.2169,32.0401,-100.2327,32.1609,-100.0273,32.0740,-99.8059
31.9506,-94.5968,31.8535,-94.3754,31.7406,-94.5896,31.8378,-94.8110,32.0479,-94.8185,32.1609,-94.6041,32.0637,-94.3823
31.9341,-95.0325,31.8378,-94.8110,31.7243,-95.0246,31.8206,-95.2460,32.0306,-95.2542,32.1443,-95.0404,32.0479,-94.8185
31.9258,-103.6232,31.8460,-103.4046,31.7210,-103.6025,31.8009,-103.8207,32.0057,-103.8418,32.1309,-103.6441,32.0511,-103.4251
31.9187,-100.4376,31.8326,-100.2169,31.7114,-100.4215,31.7975,-100.6419,32.0048,-100.6584,32.1262,-100.4538,32.0401,-100.2327
31.9162,-95.4675,31.8206,-95.2460,31.7064,-95.4590,31.8020,-95.6804,32.0119,-95.6893,32.1263,-95.4761,32.0306,-95.2542
31.9100,-106.3337,31.8355,-106.1180,31.7077,-106.3093,31.7822,-106.5247,31.9844,-106.5495,32.1125,-106.3584,32.0381,-106.1423
31.8968,-95.9019,31.8020,-95.6804,31.6872,-95.8928,31.7820,-96.1142,31.9917,-96.1237,32.1067,-95.9112,32.0119,-95.6893
31.8828,-100.8623,31.7975,-100.6419,31.6758,-100.8456,31.7612,-101.0658,31.9682,-101.0829,32.0901,-100.8792,32.0048,-100.6584
31.8799,-104.0388,31.8009,-103.8207,31.6754,-104.0175,31.7545,-104.2353,31.9590,-104.2570,32.0847,-104.0603,32.0057,-103.8418
31.8759,-96.3357,31.7820,-96.1142,31.6665,-96.3258,31.7605,-96.5472,31.9700,-96.5575,32.0857,-96.3457,31.9917,-96.1237
31.8559,-106.7398,31.7822,-106.5247,31.6540,-106.7148,31.7277,-106.9296,31.9296,-106.9550,32.0581,-106.7650,31.9844,-106.5495
31.8536,-96.7687,31.7605,-96.5472,31.6443,-96.7582,31.7375,-96.9795,31.9469,-96.9904,32.0633,-96.7794,31.9700,-96.5575
31.8457,-101.2859,31.7612,-101.0658,31.6389,-101.2686,31.7235,-101.4884,31.9302,-101.5061,32.0527,-101.3034,31.9682,-101.0829
31.8328,-104.4529,31.7545,-104.2353,31.6286,-104.4311,31.7069,-104.6484,31.9111,-104.6706,32.0373,-104.4750,31.9590,-104.2570
31.8299,-97.2009,31.7375,-96.9795,31.6207,-97.1898,31.7131,-97.4110,31.9224,-97.4226,32.0394,-97.2123,31.9469,-96.9904
31.8072,-101.7082,31.7235,-101.4884,31.6007,-101.6903,31.6844,-101.9098,31.8910,-101.9281,32.0140,-101.7263,31.9302,-101.5061
31.8047,-97.6324,31.7131,-97.4110,31.5957,-97.6205,31.6874,-97.8417,31.8964,-97.8539,32.0141,-97.6443,31.9224,-97.4226
31.7844,-104.8655,31.7069,-104.6484,31.5806,-104.8431,31.6581,-105.0599,31.8620,-105.0827,31.9886,-104.8881,31.9111,-104.6706
31.7782,-98.0629,31.6874,-97.8417,31.5693,-98.0505,31.6602,-98.2715,31.8691,-98.2844,31.9873,-98.0756,31.8964,-97.8539
31.7674,-102.1292,31.6844,-101.9098,31.5611,-102.1107,31.6441,-102.3298,31.8504,-102.3487,31.9739,-102.1479,31.8910,-101.9281
31.7502,-98.4926,31.6602,-98.2715,31.5416,-98.4794,31.6316,-98.7003,31.8403,-98.7139,31.9591,-98.5058,31.8691,-98.2844
31.7349,-105.2765,31.6581,-105.0599,31.5314,-105.2536,31.6082,-105.4698,31.8117,-105.4932,31.9388,-105.2997,31.8620,-105.0827
31.7263,-102.5489,31.6441,-102.3298,31.5203,-102.5298,31.6026,-102.7485,31.8085,-102.7681,31.9326,-102.5682,31.8504,-102.3487
31.7208,-98.9212,31.6316,-98.7003,31.5124,-98.9075,31.6016,-99.1282,31.8101,-99.1424,31.9296,-98.9352,31.8403,-98.7139
31.6901,-99.3489,31.6016,-99.1282,31.4818,-99.3345,31.5703,-99.5550,31.7786,-99.5698,31.8986,-99.3635,31.8101,-99.1424
31.6842,-105.6859,31.6082,-105.4698,31.4810,-105.6624,31.5571,-105.8782,31.7603,-105.9021,31.8877,-105.7097,31.8117,-105.4932
31.6840,-102.9672,31.6026,-102.7485,31.4783,-102.9475,31.5597,-103.1659,31.7654,-103.1860,31.8899,-102.9871,31.8085,-102.7681
31.6580,-99.7755,31.5703,-99.5550,31.4499,-99.7605,31.5376,-99.9808,31.7457,-99.9962,31.8663,-99.7908,31.7786,-99.5698
31.6568,-93.9331,31.5582,-93.7123,31.4462,-93.9270,31.5448,-94.1476,31.7555,-94.1541,31.8677,-93.9393,31.7690,-93.7182
31.6427,-94.3685,31.5448,-94.1476,31.4322,-94.3617,31.5300,-94.5825,31.7406,-94.5896,31.8535,-94.3754,31.7555,-94.1541
31.6404,-103.3841,31.5597,-103.1659,31.4350,-103.3638,31.5156,-103.5818,31.7210,-103.6025,31.8460,-103.4046,31.7654,-103.1860
31.6324,-106.0937,31.5571,-105.8782,31.4295,-106.0696,31.5048,-106.2848,31.7077,-106.3093,31.8355,-106.1180,31.7603,-105.9021
31.6271,-94.8034,31.5300,-94.5825,31.4167,-94.7959,31.5138,-95.0168,31.7243,-95.0246,31.8378,-94.8110,31.7406,-94.5896
31.6245,-100.2011,31.5376,-99.9808,31.4167,-100.1854,31.5036,-100.4054,31.7114,-100.4215,31.8326,-100.2169,31.7457,-99.9962
31.6101,-95.2377,31.5138,-95.0168,31.3998,-95.2296,31.4961,-95.4505,31.7064,-95.4590,31.8206,-95.2460,31.7243,-95.0246
31.5955,-103.7996,31.5156,-103.5818,31.3904,-103.7787,31.4703,-103.9963,31.6754,-104.0175,31.8009,-103.8207,31.7210,-103.6025
31.5916,-95.6715,31.4961,-95.4505,31.3814,-95.6627,31.4769,-95.8836,31.6872,-95.8928,31.8020,-95.6804,31.7064,-95.4590
31.5897,-100.6255,31.5036,-100.4054,31.3821,-100.6092,31.4682,-100.8290,31.6758,-100.8456,31.7975,-100.6419,31.7114,-100.4215
31.5794,-106.4998,31.5048,-106.2848,31.3768,-106.4752,31.4514,-106.6898,31.6540,-106.7148,31.7822,-106.5247,31.7077,-106.3093
31.5716,-96.1046,31.4769,-95.8836,31.3617,-96.0951,31.4564,-96.3160,31.6665,-96.3258,31.7820,-96.1142,31.6872,-95.8928
31.5535,-101.0487,31.4682,-100.8290,31.3462,-101.0318,31.4316,-101.2513,31.6389,-101.2686,31.7612,-101.0658,31.6758,-100.8456
31.5503,-96.5370,31.4564,-96.3160,31.3404,-96.5268,31.4344,-96.7477,31.6443,-96.7582,31.7605,-96.5472,31.6665,-96.3258
31.5494,-104.2136,31.4703,-103.9963,31.3446,-104.1922,31.4238,-104.4092,31.6286,-104.4311,31.7545,-104.2353,31.6754,-104.0175
31.5275,-96.9686,31.4344,-96.7477,31.3178,-96.9578,31.4110,-97.1786,31.6207,-97.1898,31.7375,-96.9795,31.6443,-96.7582
31.5161,-101.4707,31.4316,-101.2513,31.3090,-101.4532,31.3936,-101.6723,31.6007,-101.6903,31.7235,-101.4884,31.6389,-101.2686
31.5033,-97.3994,31.4110,-97.1786,31.2938,-97.3880,31.3861,-97.6087,31.5957,-97.6205,31.7131,-97.4110,31.6207,-97.1898
31.5022,-104.6261,31.4238,-104.4092,31.2977,-104.6041,31.3761,-104.8207,31.5806,-104.8431,31.7069,-104.6484,31.6286,-104.4311
31.4777,-97.8295,31.3861,-97.6087,31.2683,-97.8174,31.3599,-98.0380,31.5693,-98.0505,31.6874,-97.8417,31.5957,-97.6205
31.4773,-101.8914,31.3936,-101.6723,31.2705,-101.8733,31.3543,-102.0921,31.5611,-102.1107,31.6844,-101.9098,31.6007,-101.6903
31.4537,-105.0371,31.3761,-104.8207,31.2495,-105.0145,31.3272,-105.2306,31.5314,-105.2536,31.6581,-105.0599,31.5806,-104.8431
31.4507,-98.2586,31.3599,-98.0380,31.2415,-98.2458,31.3323,-98.4663,31.5416,-98.4794,31.6602,-98.2715,31.5693,-98.0505
31.4373,-102.3109,31.3543,-102.0921,31.2308,-102.2922,31.3138,-102.5106,31.5203,-102.5298,31.6441,-102.3298,31.5611,-102.1107
31.4223,-98.6868,31.3323,-98.4663,31.2133,-98.6734,31.3033,-98.8937,31.5124,-98.9075,31.6316,-98.7003,31.5416,-98.4794
31.4041,-105.4464,31.3272,-105.2306,31.2002,-105.4233,31.2772,-105.6389,31.4810,-105.6624,31.6082,-105.4698,31.5314,-105.2536
31.3960,-102.7290,31.3138,-102.5106,31.1897,-102.7097,31.2720,-102.9278,31.4783,-102.9475,31.6026,-102.7485,31.5203,-102.5298
31.3926,-99.1140,31.3033,-98.8937,31.1838,-99.1000,31.2730,-99.3201,31.4818,-99.3345,31.6016,-99.1282,31.5124,-98.9075
31.3614,-99.5402,31.2730,-99.3201,31.1529,-99.5255,31.2413,-99.7455,31.4499,-99.7605,31.5703,-99.5550,31.4818,-99.3345
31.3535,-103.1457,31.2720,-102.9278,31.1475,-103.1258,31.2290,-103.3435,31.4350,-103.3638,31.5597,-103.1659,31.4783,-102.9475
31.3533,-105.8542,31.2772,-105.6389,31.1498,-105.8305,31.2260,-106.0456,31.4295,-106.0696,31.5571,-105.8782,31.4810,-105.6624
31.3468,-93.7065,31.2475,-93.4863,31.1357,-93.7007,31.2350,-93.9208,31.4462,-93.9270,31.5582,-93.7123,31.4588,-93.4918
31.3335,-94.1411,31.2350,-93.9208,31.1226,-94.1347,31.2211,-94.3549,31.4322,-94.3617,31.5448,-94.1476,31.4462,-93.9270
31.3290,-99.9653,31.2413,-99.7455,31.1206,-99.9501,31.2083,-100.1697,31.4167,-100.1854,31.5376,-99.9808,31.4499,-99.7605
31.3189,-94.5753,31.2211,-94.3549,31.1080,-94.5682,31.2057,-94.7884,31.4167,-94.7959,31.5300,-94.5825,31.4322,-94.3617
31.3097,-103.5611,31.2290,-103.3435,31.1040,-103.5406,31.1847,-103.7579,31.3904,-103.7787,31.5156,-103.5818,31.4350,-103.3638
31.3027,-95.0089,31.2057,-94.7884,31.0920,-95.0011,31.1889,-95.2214,31.3998,-95.2296,31.5138,-95.0168,31.4167,-94.7959
31.3014,-106.2603,31.2260,-106.0456,31.0982,-106.2361,31.1737,-106.4506,31.3768,-106.4752,31.5048,-106.2848,31.4295,-106.0696
31.2952,-100.3894,31.2083,-100.1697,31.0871,-100.3735,31.1740,-100.5929,31.3821,-100.6092,31.5036,-100.4054,31.4167,-100.1854
31.2851,-95.4419,31.1889,-95.2214,31.0745,-95.4335,31.1707,-95.6538,31.3814,-95.6627,31.4961,-95.4505,31.3998,-95.2296
31.2661,-95.8743,31.1707,-95.6538,31.0556,-95.8652,31.1511,-96.0856,31.3617,-96.0951,31.4769,-95.8836,31.3814,-95.6627
31.2647,-103.9749,31.1847,-103.7579,31.0593,-103.9539,31.1393,-104.1707,31.3446,-104.1922,31.4703,-103.9963,31.3904,-103.7787
31.2601,-100.8122,31.1740,-100.5929,31.0522,-100.7957,31.1383,-101.0149,31.3462,-101.0318,31.4682,-100.8290,31.3821,-100.6092
31.2457,-96.3061,31.1511,-96.0856,31.0353,-96.2963,31.1300,-96.5167,31.3404,-96.5268,31.4564,-96.3160,31.3617,-96.0951
31.2238,-96.7371,31.1300,-96.5167,31.0136,-96.7267,31.1075,-96.9470,31.3178,-96.9578,31.4344,-96.7477,31.3404,-96.5268
31.2236,-101.2339,31.1383,-101.0149,31.0160,-101.2168,31.1014,-101.4356,31.3090,-101.4532,31.4316,-101.2513,31.3462,-101.0318
31.2184,-104.3873,31.1393,-104.1707,31.0134,-104.3657,31.0926,-104.5821,31.2977,-104.6041,31.4238,-104.4092,31.3446,-104.1922
31.2006,-97.1674,31.1075,-96.9470,30.9905,-97.1563,31.0836,-97.3765,31.2938,-97.3880,31.4110,-97.1786,31.3178,-96.9578
31.1859,-101.6544,31.1014,-101.4356,30.9785,-101.6367,31.0631,-101.8552,31.2705,-101.8733,31.3936,-101.6723,31.3090,-101.4532
31.1759,-97.5968,31.0836,-97.3765,30.9661,-97.5851,31.0584,-97.8053,31.2683,-97.8174,31.3861,-97.6087,31.2938,-97.3880
31.1711,-104.7982,31.0926,-104.5821,30.9663,-104.7760,31.0448,-104.9919,31.2495,-105.0145,31.3761,-104.8207,31.2977,-104.6041
31.1499,-98.0254,31.0584,-97.8053,30.9402,-98.0131,31.0318,-98.2331,31.2415,-98.2458,31.3599,-98.0380,31.2683,-97.8174
31.1469,-102.0736,31.0631,-101.8552,30.9398,-102.0553,31.0236,-102.2734,31.2308,-102.2922,31.3543,-102.0921,31.2705,-101.8733
31.1225,-98.4531,31.0318,-98.2331,30.9130,-98.4401,31.0038,-98.6600,31.2133,-98.6734,31.3323,-98.4663,31.2415,-98.2458
31.1225,-105.2076,31.0448,-104.9919,30.9181,-105.1848,30.9958,-105.4002,31.2002,-105.4233,31.3272,-105.2306,31.2495,-105.0145
31.1067,-102.4915,31.0236,-102.2734,30.8998,-102.4726,30.9829,-102.6904,31.1897,-102.7097,31.3138,-102.5106,31.2308,-102.2922
31.0937,-98.8799,31.0038,-98.6600,30.8844,-98.8662,30.9744,-99.0859,31.1838,-99.1000,31.3033,-98.8937,31.2133,-98.6734
31.0728,-105.6153,30.9958,-105.4002,30.8687,-105.5920,30.9457,-105.8068,31.1498,-105.8305,31.2772,-105.6389,31.2002,-105.4233
31.0652,-102.9080,30.9829,-102.6904,30.8586,-102.8885,30.9409,-103.1059,31.1475,-103.1258,31.2720,-102.9278,31.1897,-102.7097
31.0636,-99.3056,30.9744,-99.0859,30.8545,-99.2914,30.9437,-99.5109,31.1529,-99.5255,31.2730,-99.3201,31.1838,-99.1000
31.0356,-93.4808,30.9357,-93.2613,30.8241,-93.4754,30.9241,-93.6950,31.1357,-93.7007,31.2475,-93.4863,31.1474,-93.2664
31.0321,-99.7304,30.9437,-99.5109,30.8233,-99.7155,30.9117,-99.9348,31.1206,-99.9501,31.2413,-99.7455,31.1529,-99.5255
31.0233,-93.9147,30.9241,-93.6950,30.8118,-93.9086,30.9110,-94.1282,31.1226,-94.1347,31.2350,-93.9208,31.1357,-93.7007
31.0224,-103.3232,30.9409,-103.1059,30.8161,-103.3031,30.8977,-103.5201,31.1040,-103.5406,31.2290,-103.3435,31.1475,-103.1258
31.0094,-94.3480,30.9110,-94.1282,30.7981,-94.3413,30.8965,-94.5610,31.1080,-94.5682,31.2211,-94.3549,31.1226,-94.1347
30.9993,-100.1540,30.9117,-99.9348,30.7907,-100.1385,30.8784,-100.3575,31.0871,-100.3735,31.2083,-100.1697,31.1206,-99.9501
30.9942,-94.7809,30.8965,-94.5610,30.7830,-94.7735,30.8806,-94.9933,31.0920,-95.0011,31.2057,-94.7884,31.1080,-94.5682
30.9785,-103.7369,30.8977,-103.5201,30.7725,-103.7162,30.8533,-103.9328,31.0593,-103.9539,31.1847,-103.7579,31.1040,-103.5406
30.9775,-95.2133,30.8806,-94.9933,30.7664,-95.2052,30.8633,-95.4250,31.0745,-95.4335,31.1889,-95.2214,31.0920,-95.0011
30.9652,-100.5765,30.8784,-100.3575,30.7568,-100.5604,30.8437,-100.7792,31.0522,-100.7957,31.1740,-100.5929,31.0871,-100.3735
30.9594,-95.6450,30.8633,-95.4250,30.7484,-95.6363,30.8445,-95.8561,31.0556,-95.8652,31.1707,-95.6538,31.0745,-95.4335
30.9399,-96.0761,30.8445,-95.8561,30.7290,-96.0667,30.8244,-96.2865,31.0353,-96.2963,31.1511,-96.0856,31.0556,-95.8652
30.9333,-104.1492,30.8533,-103.9328,30.7277,-104.1280,30.8077,-104.3441,31.0134,-104.3657,31.1393,-104.1707,31.0593,-103.9539
30.9298,-100.9979,30.8437,-100.7792,30.7216,-100.9812,30.8078,-101.1997,31.0160,-101.2168,31.1383,-101.0149,31.0522,-100.7957
30.9190,-96.5065,30.8244,-96.2865,30.7083,-96.4965,30.8029,-96.7163,31.0136,-96.7267,31.1300,-96.5167,31.0353,-96.2963
30.8966,-96.9362,30.8029,-96.7163,30.6861,-96.9255,30.7799,-97.1452,30.9905,-97.1563,31.1075,-96.9470,31.0136,-96.7267
30.8931,-101.4181,30.8078,-101.1997,30.6852,-101.4007,30.7706,-101.6189,30.9785,-101.6367,31.1014,-101.4356,31.0160,-101.2168
30.8870,-104.5600,30.8077,-104.3441,30.6816,-104.5382,30.7610,-104.7538,30.9663,-104.7760,31.0926,-104.5821,31.0134,-104.3657
30.8729,-97.3651,30.7799,-97.1452,30.6626,-97.3537,30.7556,-97.5734,30.9661,-97.5851,31.0836,-97.3765,30.9905,-97.1563
30.8552,-101.8370,30.7706,-101.6189,30.6475,-101.8191,30.7321,-102.0369,30.9398,-102.0553,31.0631,-101.8552,30.9785,-101.6367
30.8479,-97.7931,30.7556,-97.5734,30.6377,-97.7811,30.7299,-98.0007,30.9402,-98.0131,31.0584,-97.8053,30.9661,-97.5851
30.8395,-104.9693,30.7610,-104.7538,30.6345,-104.9469,30.7130,-105.1620,30.9181,-105.1848,31.0448,-104.9919,30.9663,-104.7760
30.8214,-98.2203,30.7299,-98.0007,30.6114,-98.2077,30.7029,-98.4271,30.9130,-98.4401,31.0318,-98.2331,30.9402,-98.0131
30.8159,-102.2546,30.7321,-102.0369,30.6085,-102.2361,30.6924,-102.4536,30.8998,-102.4726,31.0236,-102.2734,30.9398,-102.0553
30.7936,-98.6466,30.7029,-98.4271,30.5838,-98.6333,30.6745,-98.8526,30.8844,-98.8662,31.0038,-98.6600,30.9130,-98.4401
30.7908,-105.3770,30.7130,-105.1620,30.5861,-105.3541,30.6640,-105.5687,30.8687,-105.5920,30.9958,-105.4002,30.9181,-105.1848
30.7755,-102.6710,30.6924,-102.4536,30.5684,-102.6518,30.6515,-102.8690,30.8586,-102.8885,30.9829,-102.6904,30.8998,-102.4726
30.7645,-99.0719,30.6745,-98.8526,30.5549,-99.0580,30.6448,-99.2771,30.8545,-99.2914,30.9744,-99.0859,30.8844,-98.8662
30.7340,-99.4962,30.6448,-99.2771,30.5246,-99.4817,30.6138,-99.7006,30.8233,-99.7155,30.9437,-99.5109,30.8545,-99.2914
30.7338,-103.0860,30.6515,-102.8690,30.5270,-103.0662,30.6093,-103.2830,30.8161,-103.3031,30.9409,-103.1059,30.8586,-102.8885
30.7119,-93.6892,30.6120,-93.4700,30.5000,-93.6835,30.5998,-93.9025,30.8118,-93.9086,30.9241,-93.6950,30.8241,-93.4754
30.7022,-99.9194,30.6138,-99.7006,30.4930,-99.9043,30.5815,-100.1230,30.7907,-100.1385,30.9117,-99.9348,30.8233,-99.7155
30.6989,-94.1218,30.5998,-93.9025,30.4871,-94.1154,30.5862,-94.3345,30.7981,-94.3413,30.9110,-94.1282,30.8118,-93.9086
30.6909,-103.4995,30.6093,-103.2830,30.4843,-103.4792,30.5660,-103.6955,30.7725,-103.7162,30.8977,-103.5201,30.8161,-103.3031
30.6845,-94.5539,30.5862,-94.3345,30.4728,-94.5469,30.5711,-94.7661,30.7830,-94.7735,30.8965,-94.5610,30.7981,-94.3413
30.6691,-100.3416,30.5815,-100.1230,30.4601,-100.3258,30.5478,-100.5443,30.7568,-100.5604,30.8784,-100.3575,30.7907,-100.1385
30.6687,-94.9855,30.5711,-94.7661,30.4571,-94.9778,30.5547,-95.1971,30.7664,-95.2052,30.8806,-94.9933,30.7830,-94.7735
30.6515,-95.4166,30.5547,-95.1971,30.4400,-95.4082,30.5368,-95.6275,30.7484,-95.6363,30.8633,-95.4250,30.7664,-95.2052
30.6468,-103.9117,30.5660,-103.6955,30.4406,-103.8908,30.5214,-104.1067,30.7277,-104.1280,30.8533,-103.9328,30.7725,-103.7162
30.6347,-100.7626,30.5478,-100.5443,30.4260,-100.7463,30.5129,-100.9644,30.7216,-100.9812,30.8437,-100.7792,30.7568,-100.5604
30.6329,-95.8470,30.5368,-95.6275,30.4216,-95.8380,30.5176,-96.0573,30.7290,-96.0667,30.8445,-95.8561,30.7484,-95.6363
30.6129,-96.2768,30.5176,-96.0573,30.4017,-96.2671,30.4970,-96.4864,30.7083,-96.4965,30.8244,-96.2865,30.7290,-96.0667
30.6015,-104.3224,30.5214,-104.1067,30.3956,-104.3009,30.4757,-104.5163,30.6816,-104.5382,30.8077,-104.3441,30.7277,-104.1280
